ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CATEGORY,SUBCATEGORY,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,PAYMENTFULLNAME,FLAG,WORTH,YEAR_BIRTH,name,age,city
10325.0,28.0,100.0,2.0,5377.4,11/5/2004,Shipped,Qui_4,11.0,2004.0,Trains,62.0,S32_3207,Office Supplies,Pen,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Unknown,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,Bergulfsen Jonas,EXPENSIVE,GOOD,1989.0,,,
10184.0,46.0,100.0,13.0,4607.36,11/14/2003,Shipped,Qui_4,11.0,2003.0,Trucks and Buses,96.0,S32_1268,Office Supplies,Eraser,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Unknown,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Medium,Roel JosePedro,EXPENSIVE,GOOD,1961.0,,,
10273.0,26.0,100.0,9.0,2969.46,7/21/2004,Shipped,Qui_3,7.0,2004.0,Ships,99.0,S700_3962,Technology,Smart watch,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Unknown,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small,Dewey Catherine,EXPENSIVE,GOOD,1984.0,,,
10267.0,36.0,75.55,1.0,2719.8,7/7/2004,Shipped,Qui_3,7.0,2004.0,Classic Cars,71.0,S18_4933,Furniture,Table,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Small,Young Jeff,EXPENSIVE,GOOD,1969.0,,,
10141.0,20.0,54.33,2.0,1086.6,8/1/2003,Shipped,Qui_3,8.0,2003.0,Classic Cars,57.0,S24_1444,Office Supplies,Pencil,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Unknown,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,Suominen Kalle,CHEAP,GOOD,1990.0,,,
10192.0,46.0,83.6,2.0,3845.6,11/20/2003,Shipped,Qui_4,11.0,2003.0,Classic Cars,90.0,S24_2766,Office Supplies,Eraser,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Unknown,Nashua,NH,62005,USA,,Young,Valarie,Medium,Young Valarie,EXPENSIVE,GOOD,1963.0,,,
10198.0,40.0,63.67,2.0,2546.8,11/27/2003,Shipped,Qui_4,11.0,2003.0,Planes,74.0,S700_4002,Technology,Laptop,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Unknown,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Small,Cruz Arnold,CHEAP,GOOD,1977.0,,,
10165.0,46.0,100.0,15.0,5984.14,10/22/2003,Shipped,Qui_4,10.0,2003.0,Trucks and Buses,122.0,S18_2319,Furniture,Chair,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Unknown,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,Natividad Eric,EXPENSIVE,GOOD,1971.0,,,
10366.0,49.0,100.0,2.0,6144.6,1/10/2005,Shipped,Qui_1,1.0,2005.0,Classic Cars,132.0,S18_2870,Furniture,Cabinet,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Unknown,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,Medium,Cartrain Pascale,EXPENSIVE,GOOD,1961.0,,,
10278.0,23.0,100.0,2.0,2604.52,8/6/2004,Shipped,Qui_3,8.0,2004.0,Classic Cars,124.0,S18_1589,Furniture,Bookshelf,Signal Gift Stores,7025551838,8489 Strong St.,Unknown,Las Vegas,NV,83030,USA,,King,Sue,Small,King Sue,EXPENSIVE,GOOD,1972.0,,,
10198.0,43.0,66.19,3.0,2846.17,11/27/2003,Shipped,Qui_4,11.0,2003.0,Planes,68.0,S24_3949,Office Supplies,Pencil,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Unknown,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Small,Cruz Arnold,EXPENSIVE,GOOD,1967.0,,,
10186.0,28.0,52.14,4.0,1459.92,11/14/2003,Shipped,Qui_4,11.0,2003.0,Planes,49.0,S72_1253,Accessories,Keyboard,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,Unknown,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Small,Hardy Thomas,CHEAP,GOOD,1975.0,,,
10192.0,47.0,53.83,6.0,2530.01,11/20/2003,Shipped,Qui_4,11.0,2003.0,Classic Cars,50.0,S24_1628,Office Supplies,Lamp,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Unknown,Nashua,NH,62005,USA,,Young,Valarie,Small,Young Valarie,CHEAP,GOOD,1961.0,,,
10186.0,22.0,69.2,2.0,1522.4,11/14/2003,Shipped,Qui_4,11.0,2003.0,Planes,68.0,S24_2841,Office Supplies,Pencil,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,Unknown,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Small,Hardy Thomas,EXPENSIVE,GOOD,1993.0,,,
10214.0,20.0,34.19,3.0,683.8,1/26/2004,Shipped,Qui_1,1.0,2004.0,Vintage Cars,33.0,S24_1937,Office Supplies,Lamp,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Unknown,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small,Sommer Mart¡n,CHEAP,GOOD,1986.0,,,
10315.0,37.0,91.37,4.0,3380.69,10/29/2004,Shipped,Qui_4,10.0,2004.0,Ships,99.0,S700_3962,Technology,Smart watch,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Unknown,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,Labrune Janine,EXPENSIVE,GOOD,1980.0,,,
10280.0,27.0,57.68,8.0,1557.36,8/17/2004,Shipped,Qui_3,8.0,2004.0,Vintage Cars,53.0,S18_1367,Furniture,Cabinet,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Unknown,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,Accorti Paolo,CHEAP,GOOD,1996.0,,,
10241.0,30.0,66.99,4.0,2009.7,4/13/2004,Shipped,Qui_2,4.0,2004.0,Classic Cars,71.0,S18_4933,Furniture,Table,Mini Caravy,88.60.1555,"24, place Kluber",Unknown,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small,Citeaux Frederique,EXPENSIVE,GOOD,1968.0,,,
10150.0,30.0,49.97,11.0,1499.1,9/19/2003,Shipped,Qui_3,9.0,2003.0,Vintage Cars,62.0,S18_2957,Furniture,Desk,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Unknown,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small,Natividad Eric,CHEAP,GOOD,1985.0,,,
10117.0,23.0,97.42,4.0,2240.66,4/16/2003,Shipped,Qui_2,4.0,2003.0,Vintage Cars,87.0,S18_4522,Furniture,Table,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Unknown,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small,Natividad Eric,EXPENSIVE,GOOD,1964.0,,,
10349.0,48.0,100.0,9.0,5232.96,12/1/2004,Shipped,Qui_4,12.0,2004.0,Trucks and Buses,118.0,S12_4473,Furniture,Cabinet,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Medium,Young Jeff,EXPENSIVE,GOOD,1986.0,,,
10235.0,24.0,76.03,3.0,1824.72,4/2/2004,Shipped,Qui_2,4.0,2004.0,Planes,84.0,S18_2581,Furniture,Bookshelf,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Unknown,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,Small,Lincoln Elizabeth,EXPENSIVE,GOOD,1986.0,,,
10390.0,36.0,93.77,14.0,3375.72,3/4/2005,Shipped,Qui_1,3.0,2005.0,Classic Cars,141.0,S18_1129,Furniture,Table,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,Nelson Valarie,EXPENSIVE,GOOD,1964.0,,,
10134.0,27.0,100.0,5.0,3307.77,7/1/2003,Shipped,Qui_3,7.0,2003.0,Motorcycles,118.0,S10_2016,Furniture,Chair,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Unknown,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium,DaCunha Daniel,EXPENSIVE,GOOD,1963.0,,,
10324.0,31.0,100.0,2.0,3820.44,11/5/2004,Shipped,Qui_4,11.0,2004.0,Trucks and Buses,127.0,S24_2300,Office Supplies,Pen,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael,Medium,Frick Michael,EXPENSIVE,GOOD,1963.0,,,
10406.0,48.0,100.0,2.0,7169.28,4/15/2005,Disputed,Qui_2,4.0,2005.0,Classic Cars,142.0,S18_1984,Furniture,Bookshelf,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Unknown,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Large,Petersen Jytte,EXPENSIVE,GOOD,1974.0,,,
10123.0,34.0,100.0,4.0,5331.88,5/20/2003,Shipped,Qui_2,5.0,2003.0,Classic Cars,141.0,S18_3685,Furniture,Bookshelf,Atelier graphique,40.32.2555,"54, rue Royale",Unknown,Nantes,,44000,France,EMEA,Schmitt,Carine,Medium,Schmitt Carine,EXPENSIVE,GOOD,1974.0,,,
10103.0,36.0,100.0,1.0,3680.28,1/29/2003,Shipped,Qui_1,1.0,2003.0,Trucks and Buses,127.0,S24_2300,Office Supplies,Pen,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Unknown,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,Bergulfsen Jonas,EXPENSIVE,GOOD,2000.0,,,
10159.0,21.0,64.66,8.0,1357.86,10/10/2003,Shipped,Qui_4,10.0,2003.0,Motorcycles,62.0,S18_3782,Furniture,Bookshelf,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Unknown,San Francisco,CA,,USA,,Brown,Julie,Small,Brown Julie,CHEAP,GOOD,1993.0,,,
10270.0,28.0,100.0,6.0,4094.72,7/19/2004,Shipped,Qui_3,7.0,2004.0,Trucks and Buses,136.0,S12_1666,Furniture,Cabinet,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,Huxley Adrian,EXPENSIVE,GOOD,1985.0,,,
10249.0,20.0,67.82,1.0,1356.4,5/8/2004,Shipped,Qui_2,5.0,2004.0,Planes,68.0,S24_2841,Office Supplies,Pencil,Cambridge Collectables Co.,6175555555,4658 Baden Av.,Unknown,Cambridge,MA,51247,USA,,Tseng,Kyung,Small,Tseng Kyung,EXPENSIVE,GOOD,1975.0,,,
10318.0,46.0,94.74,1.0,4358.04,11/2/2004,Shipped,Qui_4,11.0,2004.0,Motorcycles,95.0,S10_1678,Furniture,Cabinet,Diecast Classics Inc.,2155551555,7586 Pompton St.,Unknown,Allentown,PA,70267,USA,,Yu,Kyung,Medium,Yu Kyung,EXPENSIVE,GOOD,1982.0,,,
10115.0,47.0,69.36,2.0,3259.92,4/4/2003,Shipped,Qui_2,4.0,2003.0,Classic Cars,57.0,S24_1444,Office Supplies,Pencil,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,,Hernandez,Maria,Medium,Hernandez Maria,EXPENSIVE,GOOD,1966.0,,,
10275.0,21.0,100.0,2.0,2153.76,7/23/2004,Shipped,Qui_3,7.0,2004.0,Motorcycles,112.0,S24_1578,Office Supplies,Eraser,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Unknown,Nantes,,44000,France,EMEA,Labrune,Janine,Small,Labrune Janine,EXPENSIVE,GOOD,1988.0,,,
10256.0,29.0,51.75,1.0,1500.75,6/8/2004,Shipped,Qui_2,6.0,2004.0,Vintage Cars,53.0,S18_1367,Furniture,Cabinet,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Unknown,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small,Petersen Jytte,CHEAP,GOOD,1999.0,,,
10123.0,50.0,59.87,1.0,2993.5,5/20/2003,Shipped,Qui_2,5.0,2003.0,Classic Cars,50.0,S24_1628,Office Supplies,Lamp,Atelier graphique,40.32.2555,"54, rue Royale",Unknown,Nantes,,44000,France,EMEA,Schmitt,Carine,Small,Schmitt Carine,CHEAP,EXCELLENT,1997.0,,,
10161.0,48.0,100.0,11.0,6145.44,10/17/2003,Shipped,Qui_4,10.0,2003.0,Classic Cars,142.0,S18_1984,Furniture,Bookshelf,Heintze Collectables,86 21 3555,Smagsloget 45,Unknown,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium,Ibsen Palle,EXPENSIVE,GOOD,1989.0,,,
10312.0,39.0,56.85,1.0,2217.15,10/21/2004,Shipped,Qui_4,10.0,2004.0,Vintage Cars,50.0,S18_4668,Furniture,Cabinet,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,Nelson Valarie,CHEAP,GOOD,1973.0,,,
10396.0,37.0,90.57,8.0,3351.09,3/23/2005,Shipped,Qui_1,3.0,2005.0,Vintage Cars,83.0,S24_3816,Office Supplies,Pen,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,Nelson Valarie,EXPENSIVE,GOOD,1962.0,,,
10285.0,37.0,41.03,1.0,1518.11,8/27/2004,Shipped,Qui_3,8.0,2004.0,Motorcycles,40.0,S32_2206,Office Supplies,Pen,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Unknown,Cambridge,MA,51247,USA,,Hernandez,Marta,Small,Hernandez Marta,CHEAP,GOOD,1999.0,,,
10306.0,43.0,75.17,1.0,3232.31,10/14/2004,Shipped,Qui_4,10.0,2004.0,Ships,72.0,S700_2610,Technology,Laptop,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Unknown,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,Ashworth Victoria,EXPENSIVE,GOOD,1982.0,,,
10337.0,29.0,100.0,2.0,4498.19,11/21/2004,Shipped,Qui_4,11.0,2004.0,Vintage Cars,87.0,S18_4522,Furniture,Table,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,,Hernandez,Maria,Medium,Hernandez Maria,EXPENSIVE,GOOD,1978.0,,,
10317.0,35.0,83.32,1.0,2916.2,11/2/2004,Shipped,Qui_4,11.0,2004.0,Planes,72.0,S24_4278,Office Supplies,Eraser,Technics Stores Inc.,6505556809,9408 Furth Circle,Unknown,Burlingame,CA,94217,USA,,Hirano,Juri,Small,Hirano Juri,EXPENSIVE,GOOD,1999.0,,,
10285.0,34.0,100.0,7.0,3716.88,8/27/2004,Shipped,Qui_3,8.0,2004.0,Motorcycles,112.0,S24_1578,Office Supplies,Eraser,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Unknown,Cambridge,MA,51247,USA,,Hernandez,Marta,Medium,Hernandez Marta,EXPENSIVE,GOOD,1999.0,,,
10221.0,33.0,100.0,3.0,4417.38,2/18/2004,Shipped,Qui_1,2.0,2004.0,Vintage Cars,136.0,S18_3140,Furniture,Desk,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Unknown,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Medium,Dewey Catherine,EXPENSIVE,GOOD,1991.0,,,
10304.0,23.0,30.2,16.0,694.6,10/11/2004,Shipped,Qui_4,10.0,2004.0,Vintage Cars,33.0,S24_1937,Office Supplies,Lamp,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Unknown,Versailles,,78000,France,EMEA,Tonini,Daniel,Small,Tonini Daniel,CHEAP,GOOD,1986.0,,,
10180.0,35.0,72.03,6.0,2521.05,11/11/2003,Shipped,Qui_4,11.0,2003.0,Motorcycles,69.0,S24_2360,Office Supplies,Eraser,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Unknown,Lille,,59000,France,EMEA,Rance,Martine,Small,Rance Martine,EXPENSIVE,GOOD,1999.0,,,
10172.0,24.0,81.33,2.0,1951.92,11/5/2003,Shipped,Qui_4,11.0,2003.0,Classic Cars,85.0,S24_3191,Office Supplies,Ruler,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Unknown,Bridgewater,CT,97562,USA,,King,Julie,Small,King Julie,EXPENSIVE,GOOD,1975.0,,,
10304.0,37.0,48.52,12.0,1795.24,10/11/2004,Shipped,Qui_4,10.0,2004.0,Vintage Cars,53.0,S18_1367,Furniture,Cabinet,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Unknown,Versailles,,78000,France,EMEA,Tonini,Daniel,Small,Tonini Daniel,CHEAP,GOOD,1992.0,,,
10185.0,33.0,74.35,2.0,2453.55,11/14/2003,Shipped,Qui_4,11.0,2003.0,Vintage Cars,88.0,S24_3151,Office Supplies,Pencil,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,Unknown,New Bedford,MA,50553,USA,,Tam,Wing C,Small,Tam WingC,EXPENSIVE,GOOD,1985.0,,,
10377.0,39.0,100.0,3.0,7264.53,2/9/2005,Shipped,Qui_1,2.0,2005.0,Classic Cars,169.0,S18_3232,Furniture,Table,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Unknown,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Large,Karttunen Matti,EXPENSIVE,GOOD,1999.0,,,
10233.0,40.0,94.71,2.0,3788.4,3/29/2004,Shipped,Qui_1,3.0,2004.0,Vintage Cars,88.0,S24_3151,Office Supplies,Pencil,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Unknown,Newark,NJ,94019,USA,,Brown,William,Medium,Brown William,EXPENSIVE,GOOD,1980.0,,,
10345.0,43.0,53.76,1.0,2311.68,11/25/2004,Shipped,Qui_4,11.0,2004.0,Vintage Cars,44.0,S24_2022,Office Supplies,Lamp,Atelier graphique,40.32.2555,"54, rue Royale",Unknown,Nantes,,44000,France,EMEA,Schmitt,Carine,Small,Schmitt Carine,CHEAP,GOOD,1968.0,,,
10148.0,32.0,100.0,14.0,5418.88,9/11/2003,Shipped,Qui_3,9.0,2003.0,Classic Cars,169.0,S18_3232,Furniture,Table,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,O'Hara Anna,EXPENSIVE,GOOD,1966.0,,,
10162.0,38.0,100.0,6.0,4299.7,10/18/2003,Shipped,Qui_4,10.0,2003.0,Vintage Cars,127.0,S18_2325,Furniture,Table,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Unknown,San Francisco,CA,,USA,,Brown,Julie,Medium,Brown Julie,EXPENSIVE,GOOD,1960.0,,,
10140.0,29.0,43.27,9.0,1254.83,7/24/2003,Shipped,Qui_3,7.0,2003.0,Vintage Cars,50.0,S18_4668,Furniture,Cabinet,Technics Stores Inc.,6505556809,9408 Furth Circle,Unknown,Burlingame,CA,94217,USA,,Hirano,Juri,Small,Hirano Juri,CHEAP,GOOD,1992.0,,,
10375.0,25.0,66.73,10.0,1668.25,2/3/2005,Shipped,Qui_1,2.0,2005.0,Planes,118.0,S700_2834,Technology,Desktop,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Unknown,Nantes,,44000,France,EMEA,Labrune,Janine,Small,Labrune Janine,EXPENSIVE,GOOD,1990.0,,,
10171.0,39.0,100.0,3.0,5481.45,11/5/2003,Shipped,Qui_4,11.0,2003.0,Classic Cars,169.0,S18_3232,Furniture,Table,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Unknown,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,Medium,Fresnisre Jean,EXPENSIVE,GOOD,1961.0,,,
10183.0,39.0,68.08,11.0,2655.12,11/13/2003,Shipped,Qui_4,11.0,2003.0,Vintage Cars,62.0,S18_2957,Furniture,Desk,"Classic Gift Ideas, Inc",2155554695,782 First Street,Unknown,Philadelphia,PA,71270,USA,,Cervantes,Francisca,Small,Cervantes Francisca,EXPENSIVE,GOOD,1974.0,,,
10109.0,26.0,100.0,1.0,3157.44,3/10/2003,Shipped,Qui_1,3.0,2003.0,Classic Cars,132.0,S18_2870,Furniture,Cabinet,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Unknown,Philadelphia,PA,71270,USA,,Hernandez,Rosa,Medium,Hernandez Rosa,EXPENSIVE,GOOD,1981.0,,,
10307.0,34.0,53.63,4.0,1823.42,10/14/2004,Shipped,Qui_4,10.0,2004.0,Planes,49.0,S72_1253,Accessories,Keyboard,"Classic Gift Ideas, Inc",2155554695,782 First Street,Unknown,Philadelphia,PA,71270,USA,,Cervantes,Francisca,Small,Cervantes Francisca,CHEAP,GOOD,1981.0,,,
10386.0,37.0,93.01,5.0,3441.37,3/1/2005,Resolved,Qui_1,3.0,2005.0,Ships,86.0,S18_3029,Furniture,Table,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre Diego,EXPENSIVE,GOOD,1967.0,,,
10296.0,36.0,100.0,7.0,5676.84,9/15/2004,Shipped,Qui_3,9.0,2004.0,Planes,157.0,S18_1662,Furniture,Cabinet,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Unknown,Munich,,80686,Germany,EMEA,Donnermeyer,Michael,Medium,Donnermeyer Michael,EXPENSIVE,GOOD,1981.0,,,
10177.0,31.0,88.34,10.0,2738.54,11/7/2003,Shipped,Qui_4,11.0,2003.0,Ships,86.0,S700_1938,Technology,Desktop,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Unknown,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Small,Fernandez Jesus,EXPENSIVE,GOOD,1965.0,,,
10169.0,38.0,68.39,8.0,2598.82,11/4/2003,Shipped,Qui_4,11.0,2003.0,Motorcycles,62.0,S18_3782,Furniture,Bookshelf,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,O'Hara Anna,EXPENSIVE,GOOD,1974.0,,,
10194.0,21.0,93.34,10.0,1960.14,11/25/2003,Shipped,Qui_4,11.0,2003.0,Trucks and Buses,116.0,S18_1097,Furniture,Bookshelf,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Unknown,Lyon,,69004,France,EMEA,Saveley,Mary,Small,Saveley Mary,EXPENSIVE,GOOD,1970.0,,,
10275.0,39.0,100.0,16.0,4472.52,7/23/2004,Shipped,Qui_3,7.0,2004.0,Planes,99.0,S700_2466,Technology,Smart watch,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Unknown,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,Labrune Janine,EXPENSIVE,GOOD,1996.0,,,
10271.0,20.0,100.0,9.0,3928.6,7/20/2004,Shipped,Qui_3,7.0,2004.0,Classic Cars,169.0,S18_3232,Furniture,Table,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,Nelson Valarie,EXPENSIVE,GOOD,1965.0,,,
10182.0,38.0,61.15,9.0,2323.7,11/12/2003,Shipped,Qui_4,11.0,2003.0,Vintage Cars,60.0,S18_2248,Furniture,Desk,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,Nelson Valarie,CHEAP,GOOD,1984.0,,,
10181.0,44.0,100.0,6.0,5418.16,11/12/2003,Shipped,Qui_4,11.0,2003.0,Classic Cars,141.0,S18_1129,Furniture,Table,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Unknown,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,Oeztan Veysel,EXPENSIVE,GOOD,1995.0,,,
10165.0,48.0,45.99,14.0,2207.52,10/22/2003,Shipped,Qui_4,10.0,2003.0,Trucks and Buses,54.0,S32_2509,Office Supplies,Pen,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Unknown,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small,Natividad Eric,CHEAP,GOOD,1981.0,,,
10148.0,23.0,100.0,13.0,2702.04,9/11/2003,Shipped,Qui_3,9.0,2003.0,Classic Cars,141.0,S18_1129,Furniture,Table,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,O'Hara Anna,EXPENSIVE,GOOD,1964.0,,,
10344.0,40.0,56.91,2.0,2276.4,11/25/2004,Shipped,Qui_4,11.0,2004.0,Vintage Cars,60.0,S18_2248,Furniture,Desk,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Unknown,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small,Lebihan Laurence,CHEAP,GOOD,1982.0,,,
10119.0,26.0,59.22,1.0,1539.72,4/28/2003,Shipped,Qui_2,4.0,2003.0,Planes,74.0,S700_4002,Technology,Laptop,Salzburg Collectables,6562-9555,Geislweg 14,Unknown,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small,Pipps Georg,CHEAP,GOOD,1967.0,,,
10408.0,15.0,36.93,1.0,553.95,4/22/2005,Shipped,Qui_2,4.0,2005.0,Vintage Cars,41.0,S24_3969,Office Supplies,Eraser,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Unknown,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,Shimamura Akiko,CHEAP,GOOD,1962.0,,,
10263.0,31.0,79.91,8.0,2477.21,6/28/2004,Shipped,Qui_2,6.0,2004.0,Motorcycles,99.0,S32_1374,Office Supplies,Eraser,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Unknown,Bridgewater,CT,97562,USA,,King,Julie,Small,King Julie,EXPENSIVE,GOOD,1993.0,,,
10220.0,50.0,100.0,5.0,8258.0,2/12/2004,Shipped,Qui_1,2.0,2004.0,Classic Cars,143.0,S18_4027,Furniture,Table,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Large,Cassidy Dean,EXPENSIVE,EXCELLENT,1973.0,,,
10230.0,42.0,100.0,3.0,7238.28,3/15/2004,Shipped,Qui_1,3.0,2004.0,Classic Cars,143.0,S18_4027,Furniture,Table,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Unknown,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Large,Keitel Roland,EXPENSIVE,GOOD,1990.0,,,
